,type,name,iso_country,iso_region,municipality,iata_code,coordinates
286,small_airport,Kingston Ranch Airport,US,US-NV,Sandy Valley,,"35.7555007935, -115.665000916"
287,small_airport,Klaverack Airport,US,US-NY,Hudson,,"42.262298584, -73.6961975098"
288,heliport,Teufel Heliport,US,US-OR,Forest Grove,,"45.530833, -123.085556"
289,closed,Bossow Airport,US,US-OH,Garrettsville,,"41.2477, -81.100701"
290,heliport,Stillwater Medical Center Heliport,US,US-OK,Stillwater,,"36.1152992249, -97.079498291"
291,small_airport,Collins Landing Strip,US,US-OR,Mitchell,,"44.7499008179, -120.200996399"
292,heliport,S & C Distribution Center Heliport,US,US-PA,Philadelphia,,"39.87929916379999, -75.2287979126"
293,heliport,Strawbridge & Clothier Exton Heliport,US,US-PA,Exton,,"40.0306619, -75.63021"
294,heliport,Emergency Helipad,US,US-SC,Easley,,"34.8405990601, -82.60690307620001"
295,heliport,Cheyenne River Health Center Heliport,US,US-SD,Eagle Butte,,"44.993124, -101.243011"
296,heliport,Capitol National Bank Building Heliport,US,US-TX,Austin,,"30.271041666699997, -97.7446975708"
297,heliport,Veterans Affairs Medical Center Heliport,US,US-TX,Houston,,"29.700199127199998, -95.38739776610001"
298,small_airport,Hensley Airpark,US,US-TN,Chuckey,,"36.183300018299995, -82.67890167239999"
299,heliport,Hummingbird Heliport,US,US-TX,Hutto,,"30.553499221800003, -97.60610198970001"
300,small_airport,Pocock Airport,US,US-TX,China Spring,,"31.7322006226, -97.36889648440001"
301,small_airport,Navajo Mountain Airport,US,US-UT,Navajo Mountain Trdng Post,,"37.0083007812, -110.794998169"
302,small_airport,Saguache Municipal Airport,US,US-CO,Saguache,,"38.0990833, -106.1743889"
303,heliport,Russell County Medical Center Heliport,US,US-VA,Lebanon,,"36.898, -82.078"
304,small_airport,Manquin Flight Park Ultralightport,US,US-VA,Manquin,,"37.7144012451, -77.21179962160001"
305,small_airport,Lightning Bolt Field Airport,US,US-VT,Cabot,,"44.4011001587, -72.26360321039999"
306,small_airport,Field of Dreams Airport,US,US-MN,Hinckley,,"46.0228004456, -92.895401001"
307,small_airport,Ox Meadows Airport,US,US-WA,Spokane,,"47.5817985535, -117.43699646"
308,small_airport,Dutch Gap Airstrip,US,US-WI,Bristol,,"42.523399353, -88.0167007446"
309,small_airport,Stillwater Creek Airport,US,US-WA,Royal City,,"46.963889, -119.641667"
310,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,US,US-WV,Morgantown,,"39.6536111111, -79.9561111111"
311,closed,Schmidts Heliport,US,US-TX,Mansfield,,"32.5821, -97.142502"
312,small_airport,Wasilla Creek Airpark,US,US-AK,Palmer,,"61.66830063, -149.1880035"
313,heliport,Allen Stagefield Army Heliport,US,US-AL,Fort Rucker/Wicksburg,,"31.2311992645, -85.64969635010002"
314,small_airport,Ozark Skies Airpark,US,US-AR,Kingston,,"36.000633, -93.57025"
315,heliport,Yuma Regional Medical Center Heliport,US,US-AZ,Yuma,,"32.682800293, -114.634002686"
316,seaplane_base,Van Buren Seaplane Base,US,US-ME,Van Buren,,"47.158901, -67.931999"
317,heliport,Lost Hills Sheriff's Station Heliport,US,US-CA,Calabasas,,"34.137798309299995, -118.713996887"
318,small_airport,Pope Valley Airport,US,US-CA,Pope Valley,,"38.6106987, -122.39099884"
319,small_airport,Rancho De Aereo Airport,US,US-CO,Mead,,"40.2149839, -104.9844228"
320,heliport,O And G Heliport,US,US-CT,Torrington,,"41.7737007141, -73.1162033081"
321,small_airport,Melanie's Airport,US,US-FL,Florala,,"30.918899536132812, -86.21829986572266"
322,heliport,Aventura Heliport,US,US-FL,North Miami Beach,,"25.960899353027344, -80.13919830322266"
323,small_airport,Charlton Strip,US,US-FL,La Belle,,"26.523099899291992, -81.4083023071289"
324,small_airport,Raju Airport,US,US-GA,Richland,,"32.0713996887207, -84.71440124511719"
325,small_airport,Spotts Field,US,US-IA,Nora Springs,,"43.13750076293945, -93.06829833984375"
326,small_airport,Running Creek Ranch Airport,US,US-ID,Grangeville,,"45.914101, -114.835999"
327,small_airport,Reichhart Airport,US,US-IN,New Haven,,"41.02870178222656, -84.99720001220703"
328,small_airport,Classic Landings Airport,US,US-IL,Bonfield,,"41.156700134277344, -88.0167007446289"
329,small_airport,Cooper Airport,US,US-IN,Belleville,,"39.641998291015625, -86.50420379638672"
330,small_airport,Hardy Airport,US,US-IL,Mount Auburn,,"39.72589874267578, -89.26399993896484"
331,small_airport,Darbro Field,US,US-KS,Elk City,,"37.26620101928711, -95.95919799804688"
332,small_airport,Cartersville Airport,US,US-KY,Berea,,"37.53689957, -84.40720367"
333,small_airport,Greg's Flying Service Airport,US,US-LA,Baskin,,"32.26530075073242, -91.69779968261719"
334,heliport,Midwest Heliport,US,US-IL,Willowbrook,,"41.7489013671875, -87.93509674072266"
335,small_airport,Grass Roots Airport,US,US-LA,Alexandria,,"31.252199172973633, -92.47579956054688"
336,heliport,Pauls Valley General Hospital Heliport,US,US-OK,Pauls Valley,,"34.71979, -97.214237"
337,heliport,Bentley Heliport,US,US-MA,Ipswich,,"42.691200256347656, -70.91230010986328"
338,small_airport,Breezecroft Airport,US,US-MD,Chestertown,,"39.250099182128906, -76.2052001953125"
339,small_airport,Drisko Airport,US,US-ME,Jonesboro,,"44.65700149536133, -67.55919647216797"
340,heliport,Northern Pines Medical Center Heliport,US,US-MN,Aurora,,"47.5175001, -92.2302778"
341,heliport,Portageville Community Heliport,US,US-MO,Portageville,,"36.4297981262207, -89.68009948730469"
342,heliport,Va Medical Center Jackson Heliport,US,US-MS,Jackson,,"32.31890106201172, -90.16809844970703"
343,small_airport,Jones Landing,US,US-MT,Belgrade,,"45.815368, -111.152163"
344,closed,Brunswick Community Hospital Heliport,US,US-NC,Supply,,"34.008099, -78.2911"
345,small_airport,Mc Kay Airport,US,US-NE,Spalding,,"41.7221984863, -98.3089981079"
346,heliport,Stumpfield Heliport,US,US-NH,Kensington,,"42.92390060424805, -70.95140075683594"
347,heliport,Paulus Hook Pier Heliport,US,US-NJ,Jersey City,,"40.7140007019043, -74.03150177001953"
348,small_airport,Baker Ranches Airport,US,US-NV,Baker,,"39.0311, -114.088219"
349,heliport,Oswego County At Pulaski Heliport,US,US-NY,Pulaski,,"43.551998138427734, -76.09020233154297"
350,small_airport,Dorlon Airpark,US,US-OH,Columbia Station,,"41.28839874267578, -81.96260070800781"
351,closed,Hawk Haven Airport,US,US-OK,Crescent,,"35.8534, -97.567497"
352,small_airport,Peacock Ranch Airport,US,US-OR,Enterprise,,"45.44150161743164, -117.35099792480469"
353,heliport,PECO Mob. Heliport,US,US-PA,Philadelphia,,"39.9548, -75.178201"
354,heliport,State Police Area Iii Heliport,US,US-PA,Harrisburg,,"40.30009841918945, -76.85800170898438"
355,small_airport,Mills Brothers Airport,US,US-PA,Burnt Cabins,,"40.142799377441406, -77.86190032958984"
356,small_airport,Vernonia Airfield,US,US-OR,Vernonia,,"45.85150146484375, -123.24199676513672"
357,small_airport,Brandes Air Field,US,US-TX,Sealy,,"29.809099197387695, -96.26509857177734"
358,small_airport,Hilde-Griff Field,US,US-TX,Georgetown,,"30.72209930419922, -97.79139709472656"
359,closed,Thurmond Glenn Field,US,US-TN,Covington,,"35.556998, -89.552903"
360,small_airport,Dew Drop Airport,US,US-TX,Justin,,"33.12929916381836, -97.35859680175781"
361,small_airport,Circle 'A' Ranch Airport,US,US-TX,Blum,,"32.12919998168945, -97.4041976928711"
362,small_airport,Oljato Airport,US,US-UT,Oljato,,"37.03329849243164, -110.31700134277344"
363,small_airport,Blanca Airport,US,US-CO,Blanca,,"37.41109848022461, -105.552001953125"
364,small_airport,Providence Airport,US,US-VA,Farmville,,"37.22420120239258, -78.4186019897461"
365,heliport,Port of Highgate Springs Heliport,US,US-VT,Highgate Springs,,"45.013301849365234, -73.08670043945312"
366,heliport,Sacred Heart Medical Center Helistop,US,US-WA,Spokane,,"47.64820098876953, -117.41400146484375"
367,small_airport,Ames Private Airport,US,US-WI,Darien,,"42.651100158691406, -88.74590301513672"
368,small_airport,Flat Creek Field,US,US-WA,Kettle Falls,,"48.702222, -118.0475"
369,small_airport,Johnson Memorial Airport,US,US-AR,Wilmot,,"33.07929992675781, -91.54319763183594"
370,small_airport,Henning Municipal Airport,US,US-MN,Henning,,"46.30379867553711, -95.43949890136719"
371,small_airport,June Lake Airpark,US,US-AK,Wasilla,,"61.627619, -149.575331"
372,heliport,Brown Stagefield Army Heliport,US,US-AL,Fort Rucker/New Brockton,,"31.388399124145508, -85.97239685058594"
373,small_airport,Bondair Airport,US,US-AR,Higden,,"35.544498443603516, -92.18489837646484"
374,heliport,Mercy Gilbert Medical Center Heliport,US,US-AZ,Gilbert,,"33.28580093383789, -111.75299835205078"
375,seaplane_base,Lucky Landing Marina and Seaplane Base,US,US-ME,Bangor,,"44.907001495399996, -68.8050003052"
376,heliport,Sce Solar I Heliport,US,US-CA,Yermo,,"34.87080001831055, -116.83399963378906"
377,heliport,Abc7-Tv Heliport,US,US-CA,Glendale,,"35.15719985961914, -118.28900146484375"
378,small_airport,Jecan Airport,US,US-CO,Branson,,"37.38750076293945, -103.69100189208984"
379,small_airport,William P Gwinn Airport,US,US-FL,Jupiter,,"26.90839958190918, -80.32890319824219"
380,small_airport,Grass Roots Airpark,US,US-FL,Mascotte,,"28.641700744628906, -81.88500213623047"
381,heliport,Morton Plant Hospital Heliport,US,US-FL,Clearwater,,"27.953399658203125, -82.8042984008789"
382,heliport,Smith Heliport,US,US-GA,Redan,,"33.75339889526367, -84.16210174560547"
383,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,US,US-IN,French Lick,,"38.43339920043945, -86.69110107421875"
384,small_airport,Rich Field,US,US-IA,Walford,,"41.841400146484375, -91.83429718017578"
385,small_airport,Larkin Airport,US,US-ID,Kuna,,"43.46269989013672, -116.35900115966797"
386,small_airport,Humm Airport,US,US-IL,Earlville,,"41.5994987487793, -88.86990356445312"
387,closed,Ellis Fly-In Airport,US,US-IN,Blackhawk,,"39.282799, -87.303596"
388,small_airport,Sinele Strip,US,US-IL,Nauvoo,,"40.5463981628418, -91.27429962158203"
389,heliport,Riverside Hospital Airlift Heliport,US,US-KS,Wichita,,"37.69580078125, -97.37249755859375"
390,heliport,Falcon Heliport,US,US-KY,Jackson,,"37.525901794433594, -83.34519958496094"
391,heliport,Panther Helicopters Inc Heliport,US,US-LA,Belle Chasse,,"29.84600067138672, -90.02780151367188"
392,closed,Hammersmith Heliport,US,US-IL,Elburn,,"41.8736, -88.496901"
393,heliport,Tembec Heliport,US,US-LA,St Francisville,,"30.70789909362793, -91.32019805908203"
394,heliport,The Barn Heliport,US,US-MA,Pepperell,,"42.69060134887695, -71.60900115966797"
395,heliport,Bayview Heliport,US,US-MD,Baltimore,,"39.29140090942383, -76.54630279541016"
396,heliport,Barker Heliport,US,US-ME,Bethel,,"44.415247, -70.844275"
397,heliport,W A Foote Memorial Hospital Heliport,US,US-MI,Jackson,,"42.2510986328125, -84.39140319824219"
398,small_airport,Pike Field Airport,US,US-MN,Virginia,,"47.6519012451, -92.41670227050001"
399,small_airport,Noahs Ark Airport,US,US-MO,Waldron,,"39.23059844970703, -94.80439758300781"
400,small_airport,Torgerson Airport,US,US-MT,Ethridge,,"48.55830001831055, -112.10900115966797"
401,small_airport,Randall Airport,US,US-NY,Middletown,,"41.43199920654297, -74.3916015625"
402,small_airport,Tailwinds Airport,US,US-NC,St. Pauls,,"34.82749938964844, -78.9302978515625"
403,small_airport,Fitterer's Strip,US,US-ND,Glen Ullin,,"46.7489013671875, -101.66899871826172"
404,heliport,St Marys Hospital Heliport,US,US-NE,Nebraska City,,"40.68000030517578, -95.86170196533203"
405,small_airport,Cole Farm Airport,US,US-NH,Kensington,,"42.92839813232422, -70.97309875488281"
406,closed,Chemical Bank - New Jersey Na Heliport,US,US-NJ,Moorestown,,"39.950102, -74.999603"
407,small_airport,Silver Creek Airport,US,US-NV,Baker,,"39.098333, -114.150277"
408,small_airport,Murphy Field,US,US-NY,Auburn,,"42.84280014038086, -76.44529724121094"
409,heliport,Saint Elizabeth Medical Center Heliport,US,US-OH,Youngstown,,"41.11479949951172, -80.65699768066406"
410,small_airport,Hal Joy Airfield,US,US-OH,Williamsfield,,"41.50979995727539, -80.59120178222656"
411,small_airport,Green Acres Airport,US,US-OH,New Lebanon,,"39.734798431396484, -84.3822021484375"
412,heliport,Albert Lodge Heliport,US,US-OK,Grove,,"36.54169845581055, -94.83360290527344"
413,small_airport,Hayden Mountain Airport,US,US-OR,Forest Grove,,"45.4650993347168, -123.08000183105469"
414,small_airport,Freefall Oz Airport,US,US-PA,Ceres,,"41.995792, -78.288152"
415,heliport,Schiavoni Heliport,US,US-PA,Harrisburg,,"40.382733, -76.772533"
416,heliport,Cherokee Island Castle Heliport,US,US-PA,West Homestead,,"40.40230178833008, -79.92130279541016"
417,small_airport,Grawunder Field,US,US-TX,Bellville,,"29.9419002532959, -96.24610137939453"
418,small_airport,Beyer Farm Airport,US,US-KS,Derby,,"37.583900451660156, -97.25309753417969"
419,small_airport,Glaser Field,US,US-TX,Buckholts,,"30.90850067138672, -97.11689758300781"
420,small_airport,Ainsworth Airport,US,US-TX,Cleveland,,"30.312700271606445, -95.02690124511719"
421,small_airport,Hunter STOLport,US,US-TN,Columbia,,"35.69729995727539, -86.95690155029297"
422,closed,Roscoe Mc Connico Airport,US,US-TX,Kerens,,"32.120701, -96.179101"
423,small_airport,Diamond N Ranch Airport,US,US-TX,Hockley,,"30.057600021362305, -95.81289672851562"
424,small_airport,Mount Horeb Field,US,US-VA,Grottoes,,"38.249000549316406, -78.85530090332031"
425,heliport,N A Degerstrom Yard Heliport,US,US-WA,Spokane,,"47.68629837036133, -117.197998046875"
426,small_airport,Young Private Airport,US,US-WI,Frederic,,"45.66270065307617, -92.45020294189453"
427,small_airport,Western Airpark,US,US-WA,Yelm,,"46.92499923706055, -122.5530014038086"
428,small_airport,Campbell Field,US,US-TX,Aubrey,,"33.32469940185547, -97.04419708251953"
429,small_airport,Herman Municipal Airport,US,US-MN,Herman,,"45.83000183105469, -96.16059875488281"
430,small_airport,Pan Lake Strip Airport,US,US-AK,Willow,,"61.6959639, -149.9549028"
431,heliport,Tac X Stagefield Army Heliport,US,US-AL,Fort Rucker/Samson,,"31.125200271606445, -85.9791030883789"
432,small_airport,Morrilton Airport,US,US-AR,Morrilton,,"35.19449996948242, -92.80020141601562"
433,closed,John C Lincoln Hospital Heliport,US,US-AZ,Phoenix,,"33.56669998168945, -112.06900024414062"
434,small_airport,Blue Hill Airport,US,US-ME,Blue Hill,,"44.448001861572266, -68.5697021484375"
435,heliport,West Side Hospital Heliport,US,US-CA,Taft,,"35.13890075683594, -119.45099639892578"
436,small_airport,Richvale Airport,US,US-CA,Richvale,,"39.49769973754883, -121.77100372314453"
437,small_airport,Comanche Creek Airport,US,US-CO,Kiowa,,"39.26359939575195, -104.427001953125"
438,closed,Tnt Heliport,US,US-CT,Salem,,"41.45289993286133, -72.24960327148438"
439,small_airport,Tackaberry Airport,US,US-MI,Avoca,,"43.06449890136719, -82.72380065917969"
440,small_airport,Ocean Reef Club Airport,US,US-FL,Key Largo,OCA,"25.325399398804, -80.274803161621"
441,closed,Flying G Ranch STOLport,US,US-FL,Lee,,"30.417999, -83.283796"
442,heliport,Southwest Florida Regional Medical Center Heliport,US,US-FL,Fort Myers,,"26.60540008544922, -81.8594970703125"
443,small_airport,Alcovy Airport,US,US-GA,Covington,,"33.67499923706055, -83.76309967041016"
444,seaplane_base,Lake Monroe Seaplane Base,US,US-IN,Bloomington,,"39.05870056152344, -86.44609832763672"
445,small_airport,Interstate Airport,US,US-ID,Malta,,"42.2781982421875, -113.30500030517578"
446,heliport,St Vincent Jennings Hospital Heliport,US,US-IN,North Vernon,,"39.01060104370117, -85.64080047607422"
447,small_airport,Gray Airport,US,US-IN,Boggstown,,"39.573699951171875, -85.91390228271484"
448,small_airport,Central City Municipal - Larry Reineke Field,US,US-NE,Central City,,"41.1125984192, -98.0516967773"
449,small_airport,Heape Field,US,US-KS,Augusta,,"37.73419952392578, -96.93669891357422"
450,small_airport,Blue Lick Airport,US,US-KY,Louisville,,"38.08060073852539, -85.69329833984375"
451,closed,Air Oil Inc Nr 1 Heliport,US,US-LA,Harahan,,"29.937099, -90.183701"
452,heliport,LA State Police Troop F Heliport,US,US-LA,Monroe,,"32.518100738499996, -91.9889984131"
453,heliport,West Pond Heliport,US,US-MA,Plymouth,,"41.91699981689453, -70.70950317382812"
454,small_airport,Baugher's Orchard Airport,US,US-MD,Westminster,,"39.608299255371094, -77.0519027709961"
455,heliport,Westbrook Heliport,US,US-ME,Westbrook,,"43.73830032348633, -70.33920288085938"
456,small_airport,Scott Airstrip,US,US-MI,Lake,,"43.864200592041016, -85.0239028930664"
457,small_airport,Dairyview Airport,US,US-MN,Hadley,,"44.05500030517578, -95.90950012207031"
458,small_airport,Lake Sexton Airport,US,US-MO,Warrensburg,,"38.650001525878906, -93.61689758300781"
459,small_airport,Glasgow Industrial Airport,US,US-MT,Glasgow,,"48.42110061645508, -106.52799987792969"
460,small_airport,Bermudian Valley Airpark,US,US-PA,Kralltown,,"40.01679992675781, -77.00389862060547"
461,small_airport,Hawks Meadow Airport,US,US-NC,Waxhaw,,"34.83319854736328, -80.7511978149414"
462,seaplane_base,Diving Rock Seaplane Base,US,US-NH,Washington,,"43.17559814453125, -72.06390380859375"
463,heliport,Hackensack UMC Palisades Heliport,US,US-NJ,North Bergen,,"40.793666, -73.994863"
464,small_airport,Border Line Farm Airport,US,US-NV,Baker,,"39.102239, -114.053472"
465,heliport,Mmc Heliport,US,US-NY,Monticello,,"42.66640090942383, -74.76499938964844"
466,closed,Tennessee Gas Heliport,US,US-OH,Claysville,,"39.9373, -81.683503"
467,small_airport,Pleasant Valley Airport,US,US-OK,Snyder,,"34.633399963378906, -99.03369903564453"
468,small_airport,Bruce's Airport,US,US-OR,Milwaukie,,"45.42179870605469, -122.62000274658203"
469,small_airport,Folmar Airport,US,US-PA,Grassflat,,"40.998889, -78.125278"
470,small_airport,Churchill Airport,US,US-KS,Phillipsburg,,"39.77280044555664, -99.36009979248047"
471,heliport,Salaika Aviation Heliport,US,US-TX,Danbury,,"29.240519, -95.344658"
472,small_airport,Cuddihy Field,US,US-TX,Corpus Christi,,"27.721099853515625, -97.51280212402344"
473,small_airport,Corntassel Airport,US,US-TN,Vonore,,"35.568599700927734, -84.24109649658203"
474,small_airport,Cross-Country Estates Airport,US,US-TX,Georgetown,,"30.625, -97.57279968261719"
475,heliport,Pecks Heliport,US,US-TX,Princeton,,"33.183998107910156, -96.447998046875"
476,small_airport,E Northrop Grumman Airport,US,US-UT,Howell,,"41.716667, -112.447222"
477,small_airport,Alpha Hotel Airport,US,US-VA,Clover,,"36.81959915161133, -78.78309631347656"
478,small_airport,Meadow STOLport,US,US-VT,Jericho,,"44.447200775146484, -72.91470336914062"
479,heliport,Multicare Deaconess Hospital Heliport,US,US-WA,Spokane,,"47.651637, -117.424477"
480,closed,Bartell Strip,US,US-WI,Genessee Depot,,"42.965302, -88.391502"
